Colegio,Barrio,Distrito,Latitud,Longitud,Plazas_2012-2013,Plazas_2013-2014,Plazas_2014-2015,Plazas_2015-2016,Plazas_2016-2017,Admisiones_2012-2013,Solicitudes_2012-2013,Admisiones_2013-2014,Solicitudes_2013-2014,Admisiones_2014-2015,Solicitudes_2014-2015,Admisiones_2015-2016,Solicitudes_2015-2016,Admisiones_2016-2017,Solicitudes_2016-2017,Pob_x_Barrio_2012-2013,Pob_x_Barrio_2013-2014,Pob_x_Barrio_2014-2015,Pob_x_Barrio_2015-2016,Pob_x_Barrio_2016-2017,Pob_x_Barrio_2017-2018
Juan Sebastián Elcano,MOSCARDO,USERA,40.3890438232,-3.70476527262,294.0,283.0,297.0,300.0,308.0,3.0,9.0,4.0,10.0,8.0,13.0,5.0,13.0,0.0,13.0,1176.0,1178.0,1256.0,1297.0,1299.0,1250.0
José Calvo Sotelo,ADELFAS,RETIRO,40.4008413127,-3.6737662524,390.0,387.0,396.0,420.0,428.0,21.0,27.0,8.0,12.0,7.0,17.0,18.0,30.0,2.0,20.0,878.0,865.0,878.0,904.0,915.0,923.0
José Ortega y Gasset,CASTILLEJOS,TETUAN,40.4616034174,-3.69420002964,430.0,446.0,418.0,409.0,431.0,37.0,37.0,18.0,31.0,16.0,16.0,6.0,13.0,11.0,39.0,616.0,620.0,640.0,668.0,656.0,706.0
Juan Ramón Jiménez,VALDEACEDERAS,TETUAN,40.4632785625,-3.70322872272,122.0,129.0,113.0,119.0,129.0,6.0,6.0,6.0,6.0,3.0,3.0,1.0,2.0,0.0,3.0,1148.0,1174.0,1221.0,1204.0,1266.0,1276.0
Julián Marías,ROSAS,SAN BLAS-CANILLEJAS,40.4271443275,-3.60257676981,469.0,477.0,465.0,441.0,448.0,2.0,9.0,7.0,18.0,5.0,14.0,2.0,11.0,5.0,15.0,3455.0,3333.0,3152.0,2908.0,2641.0,2355.0
Mariano José de Larra,ROSAS,SAN BLAS-CANILLEJAS,40.4306153281,-3.60897403379,413.0,413.0,421.0,429.0,439.0,2.0,14.0,7.0,14.0,6.0,11.0,6.0,10.0,5.0,19.0,3455.0,3333.0,3152.0,2908.0,2641.0,2355.0
Álvaro de Bazan,ROSAS,SAN BLAS-CANILLEJAS,40.4215433105,-3.60724192162,394.0,464.0,518.0,518.0,496.0,11.0,14.0,4.0,14.0,6.0,11.0,4.0,20.0,6.0,16.0,3455.0,3333.0,3152.0,2908.0,2641.0,2355.0
La Alameda,CANILLEJAS,SAN BLAS-CANILLEJAS,40.437537235,-3.60841158119,196.0,212.0,215.0,216.0,227.0,4.0,4.0,4.0,4.0,10.0,10.0,1.0,1.0,,,1350.0,1394.0,1411.0,1442.0,1444.0,1431.0
Padre Coloma,CANILLEJAS,SAN BLAS-CANILLEJAS,40.4484849631,-3.61489005717,132.0,153.0,162.0,154.0,161.0,5.0,5.0,2.0,4.0,7.0,11.0,1.0,5.0,0.0,10.0,1350.0,1394.0,1411.0,1442.0,1444.0,1431.0
Legado Crespo,ACACIAS,ARGANZUELA,40.4048058643,-3.70391614612,173.0,163.0,149.0,137.0,139.0,10.0,12.0,2.0,5.0,7.0,13.0,6.0,12.0,9.0,11.0,1646.0,1594.0,1554.0,1485.0,1448.0,1420.0
San Eugenio y San Isidro,ACACIAS,ARGANZUELA,40.4021347158,-3.70316947249,278.0,278.0,289.0,299.0,291.0,7.0,11.0,3.0,8.0,4.0,7.0,1.0,4.0,2.0,4.0,1646.0,1594.0,1554.0,1485.0,1448.0,1420.0
Lope de Vega,SAN ISIDRO,CARABANCHEL,40.3946054626,-3.7232402249,230.0,231.0,254.0,252.0,289.0,8.0,8.0,8.0,8.0,4.0,4.0,2.0,4.0,,,1897.0,1928.0,1994.0,2031.0,1996.0,1987.0
Miguel Servet,SAN ISIDRO,CARABANCHEL,40.3940963714,-3.73680878654,294.0,301.0,320.0,303.0,306.0,4.0,18.0,12.0,19.0,9.0,31.0,0.0,12.0,3.0,22.0,1897.0,1928.0,1994.0,2031.0,1996.0,1987.0
Luis Bello,PROSPERIDAD,CHAMARTIN,40.4436806015,-3.67354527263,98.0,100.0,104.0,113.0,100.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,6.0,1412.0,1412.0,1445.0,1453.0,1460.0,1518.0
Manuel Sáinz de Vicuña,MARROQUINA,MORATALAZ,40.4094369606,-3.64998593265,442.0,446.0,439.0,441.0,440.0,10.0,13.0,21.0,30.0,4.0,16.0,10.0,12.0,10.0,19.0,1404.0,1323.0,1268.0,1161.0,1126.0,1099.0
Pasamonte,MARROQUINA,MORATALAZ,40.4122677609,-3.64803308855,278.0,281.0,290.0,292.0,298.0,10.0,10.0,9.0,9.0,15.0,15.0,18.0,19.0,3.0,6.0,1404.0,1323.0,1268.0,1161.0,1126.0,1099.0
Marcelo Usera,ALMENDRALES,USERA,40.3871562007,-3.69960873366,150.0,147.0,160.0,163.0,157.0,2.0,2.0,6.0,6.0,7.0,7.0,2.0,4.0,0.0,3.0,1161.0,1174.0,1191.0,1249.0,1227.0,1194.0
Nuestra Señora de la Fuencisla,ALMENDRALES,USERA,40.3802003664,-3.69825268858,264.0,277.0,304.0,288.0,301.0,4.0,11.0,10.0,14.0,3.0,18.0,2.0,13.0,0.0,11.0,1161.0,1174.0,1191.0,1249.0,1227.0,1194.0
Marqués de Suanzes,EL SALVADOR,SAN BLAS-CANILLEJAS,40.4430907873,-3.62455717055,460.0,469.0,462.0,441.0,437.0,6.0,25.0,12.0,21.0,2.0,11.0,1.0,14.0,9.0,14.0,763.0,685.0,623.0,565.0,538.0,481.0
Menéndez Pelayo,PALOS DE MOGUER,ARGANZUELA,40.4055751031,-3.69139669544,327.0,266.0,291.0,305.0,286.0,10.0,10.0,0.0,4.0,12.0,14.0,9.0,9.0,2.0,8.0,914.0,945.0,982.0,1005.0,988.0,915.0
Menéndez Pidal,FONTARRON,MORATALAZ,40.4005402439,-3.64115651744,205.0,179.0,160.0,147.0,154.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,7.0,11.0,740.0,745.0,770.0,772.0,831.0,868.0
Real Armada,FONTARRON,MORATALAZ,40.4017049241,-3.64556313171,373.0,343.0,330.0,293.0,283.0,14.0,14.0,7.0,7.0,10.0,13.0,9.0,9.0,3.0,8.0,740.0,745.0,770.0,772.0,831.0,868.0
Miguel de Unamuno,DELICIAS,ARGANZUELA,40.3942833118,-3.69347283089,564.0,561.0,570.0,570.0,571.0,15.0,30.0,8.0,16.0,12.0,24.0,13.0,19.0,8.0,19.0,1391.0,1445.0,1467.0,1467.0,1523.0,1482.0
Monte de El Pardo,EL PARDO,FUENCARRAL-EL PARDO,40.5171572686,-3.7742643107,128.0,132.0,131.0,137.0,143.0,1.0,1.0,6.0,6.0,3.0,3.0,1.0,1.0,1.0,2.0,129.0,127.0,130.0,123.0,149.0,159.0
Méndez Núñez,APOSTOL SANTIAGO,HORTALEZA,40.4789769486,-3.65963430597,93.0,83.0,87.0,88.0,95.0,9.0,9.0,5.0,5.0,5.0,5.0,7.0,7.0,3.0,3.0,852.0,844.0,798.0,780.0,740.0,702.0
Nuestra Señora de la Almudena,IBIZA,RETIRO,40.4190156144,-3.67787272233,158.0,144.0,151.0,162.0,169.0,5.0,5.0,8.0,8.0,1.0,2.0,7.0,8.0,4.0,5.0,893.0,925.0,929.0,977.0,989.0,957.0
Nuestra Señora de la Concepción,CONCEPCION,CIUDAD LINEAL,40.4371484214,-3.65005228804,156.0,134.0,133.0,130.0,118.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,953.0,980.0,981.0,987.0,988.0,998.0
San Benito,CONCEPCION,CIUDAD LINEAL,40.4442650726,-3.6469252698,117.0,117.0,151.0,179.0,194.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,0.0,1.0,953.0,980.0,981.0,987.0,988.0,998.0
Nuestra Señora de la Paloma,PALACIO,CENTRO,40.4110845197,-3.71138315098,280.0,284.0,300.0,287.0,286.0,20.0,22.0,6.0,10.0,10.0,16.0,7.0,20.0,1.0,9.0,752.0,779.0,790.0,754.0,718.0,698.0
San Ildefonso,PALACIO,CENTRO,40.4130796824,-3.71217027214,142.0,141.0,132.0,141.0,140.0,3.0,5.0,5.0,6.0,3.0,11.0,3.0,5.0,4.0,5.0,752.0,779.0,790.0,754.0,718.0,698.0
Vázquez de Mella,PALACIO,CENTRO,40.4120954295,-3.7139985335,139.0,140.0,119.0,119.0,131.0,4.0,4.0,3.0,7.0,3.0,7.0,5.0,7.0,5.0,6.0,752.0,779.0,790.0,754.0,718.0,698.0
Nuestra Señora del Lucero,LOS CARMENES,LATINA,40.4024206807,-3.74104766559,412.0,421.0,404.0,404.0,375.0,8.0,8.0,5.0,15.0,3.0,6.0,5.0,12.0,1.0,4.0,1025.0,1013.0,1028.0,1035.0,1024.0,989.0
República de Uruguay,LOS CARMENES,LATINA,40.3934735007,-3.74123236056,272.0,259.0,270.0,291.0,297.0,7.0,7.0,5.0,14.0,4.0,10.0,3.0,5.0,4.0,23.0,1025.0,1013.0,1028.0,1035.0,1024.0,989.0
Padre Poveda,CIUDAD JARDIN,CHAMARTIN,40.451218875,-3.66772403678,246.0,257.0,262.0,265.0,273.0,10.0,18.0,7.0,7.0,6.0,7.0,5.0,6.0,11.0,17.0,791.0,817.0,829.0,841.0,834.0,830.0
Palacio Valdés,CORTES,CENTRO,40.4105569975,-3.69292091402,105.0,106.0,102.0,105.0,111.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,313.0,305.0,303.0,304.0,282.0,248.0
Patriarca Obispo Eijo y Garay,EL VISO,CHAMARTIN,40.4396963472,-3.68161769683,108.0,128.0,141.0,155.0,153.0,2.0,2.0,7.0,7.0,7.0,12.0,7.0,9.0,6.0,9.0,812.0,815.0,821.0,821.0,843.0,847.0
Pintor Rosales,EL VISO,CHAMARTIN,40.4446237951,-3.67863696871,146.0,205.0,214.0,248.0,248.0,13.0,16.0,20.0,20.0,11.0,14.0,16.0,16.0,8.0,8.0,812.0,815.0,821.0,821.0,843.0,847.0
Ramiro de Maeztu,EL VISO,CHAMARTIN,40.442092981,-3.68614621528,467.0,487.0,503.0,500.0,488.0,16.0,64.0,14.0,63.0,6.0,67.0,3.0,64.0,0.0,65.0,812.0,815.0,821.0,821.0,843.0,847.0
Perú,COMILLAS,CARABANCHEL,40.3937935566,-3.71326316581,501.0,472.0,454.0,462.0,440.0,8.0,8.0,5.0,5.0,3.0,3.0,7.0,10.0,0.0,8.0,898.0,893.0,922.0,936.0,933.0,928.0
Concepción Arenal,COMILLAS,CARABANCHEL,40.3975884,-3.7149922,278.0,279.0,294.0,303.0,296.0,22.0,23.0,11.0,11.0,11.0,11.0,8.0,10.0,6.0,10.0,898.0,893.0,922.0,936.0,933.0,928.0
Pi I Margall,UNIVERSIDAD,CENTRO,40.4267928878,-3.70458150498,118.0,94.0,99.0,110.0,122.0,5.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,3.0,3.0,898.0,918.0,963.0,976.0,974.0,944.0
Portugal,ARGUELLES,MONCLOA-ARAVACA,40.4249186518,-3.71491214478,109.0,90.0,106.0,98.0,108.0,5.0,5.0,4.0,4.0,9.0,9.0,6.0,6.0,3.0,3.0,860.0,849.0,844.0,822.0,837.0,848.0
Pradolongo,ZOFIO,USERA,40.378930663,-3.71583943805,319.0,315.0,326.0,322.0,320.0,13.0,16.0,13.0,15.0,13.0,13.0,3.0,12.0,0.0,12.0,753.0,722.0,734.0,716.0,722.0,708.0
República de Venezuela,ZOFIO,USERA,40.3835840227,-3.71362671196,343.0,313.0,334.0,325.0,356.0,7.0,7.0,7.0,14.0,7.0,7.0,4.0,7.0,2.0,6.0,753.0,722.0,734.0,716.0,722.0,708.0
Reina Victoria,CASTELLANA,SALAMANCA,40.4335006079,-3.67966874739,263.0,261.0,274.0,273.0,280.0,7.0,15.0,10.0,10.0,8.0,8.0,1.0,11.0,2.0,10.0,672.0,659.0,694.0,707.0,719.0,727.0
República de Brasil,SAN FERMIN,USERA,40.3704393979,-3.6899302716,450.0,457.0,434.0,454.0,432.0,12.0,12.0,5.0,5.0,20.0,20.0,14.0,19.0,0.0,17.0,1703.0,1750.0,1791.0,1907.0,1895.0,1852.0
República de Ecuador,OPAÑEL,CARABANCHEL,40.387610836,-3.72525078822,316.0,272.0,320.0,331.0,324.0,6.0,9.0,9.0,11.0,9.0,13.0,5.0,16.0,2.0,17.0,1409.0,1458.0,1483.0,1476.0,1479.0,1491.0
Rufino Blanco,TRAFALGAR,CHAMBERI,40.4382112129,-3.70246046126,292.0,301.0,296.0,288.0,290.0,10.0,13.0,6.0,9.0,2.0,11.0,4.0,6.0,2.0,5.0,918.0,930.0,945.0,930.0,960.0,930.0
San Juan Bautista,SAN JUAN BAUTISTA,CIUDAD LINEAL,40.4511607163,-3.65902023952,350.0,347.0,333.0,314.0,312.0,3.0,28.0,0.0,33.0,0.0,22.0,0.0,24.0,0.0,26.0,812.0,780.0,756.0,737.0,716.0,738.0
Tirso de Molina,LEGAZPI,ARGANZUELA,40.3922430247,-3.68814969139,551.0,591.0,599.0,555.0,542.0,14.0,16.0,6.0,17.0,11.0,16.0,5.0,20.0,7.0,17.0,1212.0,1268.0,1291.0,1354.0,1368.0,1410.0
Plácido Domingo,ATOCHA,ARGANZUELA,40.3972934,-3.6781883,76.0,150.0,249.0,349.0,466.0,6.0,6.0,11.0,15.0,7.0,7.0,2.0,9.0,3.0,7.0,113.0,115.0,109.0,108.0,100.0,95.0
